Set,Connection Name,FlexDeploy Variable Name,Data Value,Attachment
Y,MAXIMO_NZL_JRL_LN_SOAP.connection.WSDL URL=,FD_OIC_MAX_NZL_JRL_LN_URL,,
N,MAXIMO_NZL_JRL_LN_SOAP.connection.Service WSDL=,,,
N,MAXIMO_NZL_JRL_LN_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_NZL_JRL_LN_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_NZL_JRL_LN_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_NZL_JRL_LN_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_NZL_JRL_LN_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_NZL_JRL_LN_SOAP.secure.Username=,FD_OIC_CMN_MAX_USER,,
Y,MAXIMO_NZL_JRL_LN_SOAP.secure.Password=,FD_OIC_CMN_MAX_PASS,,
Y,MAXIMO_NZL_JRL_LN_SOAP.agentDefinition=,FD_OIC_CMN_NZL_AGENT,,
N,,,,
Y,MAXIMO_NZL_JRL_QRY_SOAP.connection.WSDL URL=,FD_OIC_MAX_NZL_JRL_QRY_URL,,
N,MAXIMO_NZL_JRL_QRY_SOAP.connection.Service WSDL=,,,
N,MAXIMO_NZL_JRL_QRY_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_NZL_JRL_QRY_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_NZL_JRL_QRY_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_NZL_JRL_QRY_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_NZL_JRL_QRY_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_NZL_JRL_QRY_SOAP.secure.Username=,FD_OIC_CMN_MAX_USER,,
Y,MAXIMO_NZL_JRL_QRY_SOAP.secure.Password=,FD_OIC_CMN_MAX_PASS,,
Y,MAXIMO_NZL_JRL_QRY_SOAP.agentDefinition=,FD_OIC_CMN_NZL_AGENT,,
N,,,,
Y,MAXIMO_NZL_VDR_SOAP.connection.WSDL URL=,FD_OIC_MAX_NZL_VDR_URL,,
N,MAXIMO_NZL_VDR_SOAP.connection.Service WSDL=,,,
N,MAXIMO_NZL_VDR_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_NZL_VDR_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_NZL_VDR_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_NZL_VDR_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_NZL_VDR_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_NZL_VDR_SOAP.secure.Username=,FD_OIC_CMN_MAX_USER,,
Y,MAXIMO_NZL_VDR_SOAP.secure.Password=,FD_OIC_CMN_MAX_PASS,,
Y,MAXIMO_NZL_VDR_SOAP.agentDefinition=,FD_OIC_CMN_NZL_AGENT,,
N,,,,
Y,MAXIMO_TTO_COA_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_COA_URL,,
N,MAXIMO_TTO_COA_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_COA_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_COA_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_COA_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_COA_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_COA_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_COA_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_COA_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_COA_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_FXR_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_FXR_URL,,
N,MAXIMO_TTO_FXR_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_FXR_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_FXR_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_FXR_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_FXR_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_FXR_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_FXR_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_FXR_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_FXR_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_GLC_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_GLC_URL,,
N,MAXIMO_TTO_GLC_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_GLC_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_GLC_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_GLC_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_GLC_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_GLC_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_GLC_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_GLC_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_GLC_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_INC_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_INC_URL,,
N,MAXIMO_TTO_INC_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_INC_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_INC_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_INC_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_INC_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_INC_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_INC_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_INC_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_INC_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_INV_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_INV_URL,,
N,MAXIMO_TTO_INV_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_INV_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_INV_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_INV_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_INV_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_INV_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_INV_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_INV_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_INV_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_JRL_CTL_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_JRL_CTL_URL,,
N,MAXIMO_TTO_JRL_CTL_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_JRL_CTL_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_JRL_CTL_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_JRL_CTL_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_JRL_CTL_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_JRL_CTL_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_JRL_CTL_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_JRL_CTL_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_JRL_CTL_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_JRL_LN_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_JRL_LN_URL,,
N,MAXIMO_TTO_JRL_LN_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_JRL_LN_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_JRL_LN_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_JRL_LN_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_JRL_LN_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_JRL_LN_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_JRL_LN_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_JRL_LN_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_JRL_LN_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_JRL_QRY_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_JRL_QRY_URL,,
N,MAXIMO_TTO_JRL_QRY_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_JRL_QRY_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_JRL_QRY_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_JRL_QRY_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_JRL_QRY_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_JRL_QRY_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_JRL_QRY_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_JRL_QRY_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_JRL_QRY_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MAXIMO_TTO_VDR_SOAP.connection.WSDL URL=,FD_OIC_MAX_TTO_VDR_URL,,
N,MAXIMO_TTO_VDR_SOAP.connection.Service WSDL=,,,
N,MAXIMO_TTO_VDR_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,MAXIMO_TTO_VDR_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,MAXIMO_TTO_VDR_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,MAXIMO_TTO_VDR_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,MAXIMO_TTO_VDR_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,MAXIMO_TTO_VDR_SOAP.secure.Username=,FD_OIC_MAX_PROD_USER,,
Y,MAXIMO_TTO_VDR_SOAP.secure.Password=,FD_OIC_MAX_PROD_PASS,,
Y,MAXIMO_TTO_VDR_SOAP.agentDefinition=,FD_OIC_CMN_TTO_AGENT,,
N,,,,
Y,MXEXC_ADP.secure.Client Id=,FD_OIC_MICROSOFT_ADP_CLIENT,,
Y,MXEXC_ADP.secure.Client Secret=,FD_OIC_MICROSOFT_ADP_SECRET,,
Y,MXEXC_ADP.secure.Scope=,FD_OIC_MICROSOFT_ADP_SCOPE,,
N,MXEXC_ADP.agentDefinition=,,,
N,,,,
Y,OICUS_FTP.connection.FTP Server Host Address=,FD_OIC_SFTP_URL,,
Y,OICUS_FTP.connection.FTP Server Port=,FD_OIC_CMN_PORT_22,,
Y,OICUS_FTP.connection.SFTP Connection=,FD_OIC_CMN_SFTP_CONF,,
N,OICUS_FTP.connection.Passive IP as Host Address=,,,
N,OICUS_FTP.connection.Host Key=,,,
N,OICUS_FTP.connection.FTP SSL Type=,,,
N,OICUS_FTP.connection.SSL Certificate=,,,
N,OICUS_FTP.connection.FTP Server OS=,,,
N,OICUS_FTP.connection.FTP SSL Channel Mask=,,,
N,OICUS_FTP.connection.SFTP Key Exchange Algorithm=,,,
N,OICUS_FTP.connection.SFTP Preferred Cipher Suite=,,,
N,OICUS_FTP.connection.SFTP Preferred Data Integrity Algorithm=,,,
N,OICUS_FTP.connection.SFTP Preferred PKI Algorithm=,,,
N,OICUS_FTP.connection.FTP Server Time Zone=,,,
Y,OICUS_FTP.secure.User Name=,FD_OIC_SFTP_USER,,
Y,OICUS_FTP.secure.Password=,FD_OIC_SFTP_PASS,,
N,OICUS_FTP.secure.SSL Certificate Password=,,,
N,OICUS_FTP.secure.PGP Public Key=,,,
N,OICUS_FTP.secure.ASCII-Armor Encryption Format=,,,
N,OICUS_FTP.secure.Cipher Algorithm=,,,
N,OICUS_FTP.secure.PGP Private Key=,,,
N,OICUS_FTP.secure.PGP Private Key Password=,,,
N,OICUS_FTP.secure.PGP Sign Public Key=,,,
N,OICUS_FTP.secure.PGP Sign Private Key=,,,
N,OICUS_FTP.secure.PGP Sign Private key Password=,,,
N,OICUS_FTP.agentDefinition=,,,
N,,,,
Y,OICUS_REST.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
Y,OICUS_REST.connection.TLS Version=,FD_OIC_CMN_TLS,,
Y,OICUS_REST.connection.Connection URL=,FD_OIC_CMN_OIC_URL,,
N,OICUS_REST.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,OICUS_REST.connection.Identity keystore alias name (Optional)=,,,
Y,OICUS_REST.secure.Username=,FD_OIC_CMN_OIC_USER,,
Y,OICUS_REST.secure.Password=,FD_OIC_CMN_OIC_PASS,,
N,OICUS_REST.agentDefinition=,,,
N,,,,
Y,OICUS_REST_ADM.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
Y,OICUS_REST_ADM.connection.TLS Version=,FD_OIC_CMN_TLS,,
Y,OICUS_REST_ADM.connection.Connection URL=,FD_OIC_CMN_OIC_URL,,
N,OICUS_REST_ADM.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,OICUS_REST_ADM.connection.Identity keystore alias name (Optional)=,,,
Y,OICUS_REST_ADM.secure.Username=,FD_OIC_CMN_OIC_BUILD_USER,,
Y,OICUS_REST_ADM.secure.Password=,FD_OIC_CMN_OIC_BUILD_PASS,,
N,OICUS_REST_ADM.agentDefinition=,,,
N,,,,
Y,OICUS_SOAP.connection.WSDL URL=,FD_OIC_SOAP_URL,,
N,OICUS_SOAP.connection.Service WSDL=,,,
N,OICUS_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,OICUS_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,OICUS_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,OICUS_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,OICUS_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,OICUS_SOAP.secure.Username=,FD_OIC_CMN_OIC_USER,,
Y,OICUS_SOAP.secure.Password=,FD_OIC_CMN_OIC_PASS,,
N,OICUS_SOAP.agentDefinition=,,,
N,,,,
N,OICUS_STGDB_ATP.connection.Host=,,,
N,OICUS_STGDB_ATP.connection.Port=,,,
N,OICUS_STGDB_ATP.connection.SID=,,,
Y,OICUS_STGDB_ATP.connection.Service Name=,FD_OIC_CMN_ATP_SHARED,,
Y,OICUS_STGDB_ATP.secure.Wallet=,FD_OIC_CMN_ATP_WALLET,,Y
Y,OICUS_STGDB_ATP.secure.Wallet Password=,FD_OIC_CMN_ATP_PASS,,
Y,OICUS_STGDB_ATP.secure.Database Service Username=,FD_OIC_CMN_ATP_STGDB_USER,,
Y,OICUS_STGDB_ATP.secure.Database Service Password=,FD_OIC_CMN_ATP_DB_PASS,,
N,OICUS_STGDB_ATP.agentDefinition=,,,
N,,,,
Y,OICUS_STGDB_REST.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,OICUS_STGDB_REST.connection.TLS Version=,,,
Y,OICUS_STGDB_REST.connection.Connection URL=,FD_OIC_STGDB_URL,,
N,OICUS_STGDB_REST.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,OICUS_STGDB_REST.connection.Identity keystore alias name (Optional)=,,,
Y,OICUS_STGDB_REST.secure.Username=,FD_OIC_STGDB_USER,,
Y,OICUS_STGDB_REST.secure.Password=,FD_OIC_STGDB_PASS,,
N,OICUS_STGDB_REST.agentDefinition=,,,
N,,,,
N,OICUS_WORKD_ATP.connection.Host=,,,
N,OICUS_WORKD_ATP.connection.Port=,,,
N,OICUS_WORKD_ATP.connection.SID=,,,
Y,OICUS_WORKD_ATP.connection.Service Name=,FD_OIC_CMN_ATP_SHARED,,
Y,OICUS_WORKD_ATP.secure.Wallet=,FD_OIC_CMN_ATP_WALLET,,Y
Y,OICUS_WORKD_ATP.secure.Wallet Password=,FD_OIC_CMN_ATP_PASS,,
Y,OICUS_WORKD_ATP.secure.Database Service Username=,FD_OIC_CMN_ATP_WORKDAY_USER,,
Y,OICUS_WORKD_ATP.secure.Database Service Password=,FD_OIC_CMN_ATP_DB_PASS,,
N,OICUS_WORKD_ATP.agentDefinition=,,,
N,,,,
Y,OKTA.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,OKTA.connection.TLS Version=,,,
Y,OKTA.connection.Connection URL=,FD_OIC_OKTA_URL,,
N,OKTA.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,OKTA.connection.Identity keystore alias name (Optional)=,,,
Y,OKTA.secure.API Key=,FD_OIC_OKTA_API,,
Y,OKTA.secure.API Key Usage=,FD_OIC_OKTA_API_USAGE,,
N,OKTA.agentDefinition=,,,
N,,,,
Y,ORACPQ_CUST_SOAP.connection.WSDL URL=,FD_OIC_CPQ_CUST_URL,,
N,ORACPQ_CUST_SOAP.connection.Service WSDL=,,,
N,ORACPQ_CUST_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,ORACPQ_CUST_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,ORACPQ_CUST_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,ORACPQ_CUST_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORACPQ_CUST_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,ORACPQ_CUST_SOAP.secure.Username=,FD_OIC_CMN_CPQ_USER,,
Y,ORACPQ_CUST_SOAP.secure.Password=,FD_OIC_CMN_CPQ_PASS,,
N,ORACPQ_CUST_SOAP.agentDefinition=,,,
N,,,,
Y,ORACPQ_REST.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,ORACPQ_REST.connection.TLS Version=,,,
Y,ORACPQ_REST.connection.Connection URL=,FD_OIC_CPQ_REST_URL,,
N,ORACPQ_REST.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORACPQ_REST.connection.Identity keystore alias name (Optional)=,,,
Y,ORACPQ_REST.secure.Username=,FD_OIC_CMN_CPQ_USER,,
Y,ORACPQ_REST.secure.Password=,FD_OIC_CMN_CPQ_PASS,,
N,ORACPQ_REST.agentDefinition=,,,
N,,,,
Y,ORACPQ_SURVDETAIL_SOAP.connection.WSDL URL=,FD_OIC_CPQ_SURVDTL_URL,,
N,ORACPQ_SURVDETAIL_SOAP.connection.Service WSDL=,,,
N,ORACPQ_SURVDETAIL_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,ORACPQ_SURVDETAIL_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,ORACPQ_SURVDETAIL_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,ORACPQ_SURVDETAIL_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORACPQ_SURVDETAIL_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,ORACPQ_SURVDETAIL_SOAP.secure.Username=,FD_OIC_CMN_CPQ_USER,,
Y,ORACPQ_SURVDETAIL_SOAP.secure.Password=,FD_OIC_CMN_CPQ_PASS,,
N,ORACPQ_SURVDETAIL_SOAP.agentDefinition=,,,
N,,,,
Y,ORACPQ_SURVHEADER_SOAP.connection.WSDL URL=,FD_OIC_CPQ_SURVHDR_URL,,
N,ORACPQ_SURVHEADER_SOAP.connection.Service WSDL=,,,
N,ORACPQ_SURVHEADER_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,ORACPQ_SURVHEADER_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,ORACPQ_SURVHEADER_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,ORACPQ_SURVHEADER_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORACPQ_SURVHEADER_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,ORACPQ_SURVHEADER_SOAP.secure.Username=,FD_OIC_CMN_CPQ_USER,,
Y,ORACPQ_SURVHEADER_SOAP.secure.Password=,FD_OIC_CMN_CPQ_PASS,,
N,ORACPQ_SURVHEADER_SOAP.agentDefinition=,,,
N,,,,
Y,ORAOM_RCVORD_SOAP.connection.WSDL URL=,FD_OIC_ORA_RCVORD_URL,,
N,ORAOM_RCVORD_SOAP.connection.Service WSDL=,,,
N,ORAOM_RCVORD_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,ORAOM_RCVORD_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,ORAOM_RCVORD_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,ORAOM_RCVORD_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORAOM_RCVORD_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,ORAOM_RCVORD_SOAP.secure.Username=,FD_OIC_CMN_EKAA_USER,,
Y,ORAOM_RCVORD_SOAP.secure.Password=,FD_OIC_CMN_EKAA_PASS,,
N,ORAOM_RCVORD_SOAP.agentDefinition=,,,
N,,,,
Y,ORARP_ADP.connection.ERP Cloud Host=,FD_OIC_ORA_ERP_URL,,
Y,ORARP_ADP.connection.ERP Services Catalog WSDL URL=,FD_OIC_ORA_ERP_SRVCAT_URL,,
Y,ORARP_ADP.connection.ERP Events Catalog URL (optional)=,FD_OIC_ORA_ERP_EVNTCAT_URL,,
Y,ORARP_ADP.connection.Interface Catalog URL (optional)=,FD_OIC_ORA_ERP_INTGCAT_URL,,
Y,ORARP_ADP.secure.Username=,FD_OIC_CMN_EKAA_USER,,
Y,ORARP_ADP.secure.Password=,FD_OIC_CMN_EKAA_PASS,,
N,ORARP_ADP.agentDefinition=,,,
N,,,,
Y,ORARP_BI_SOAP.connection.WSDL URL=,FD_OIC_ORA_BI_URL,,
N,ORARP_BI_SOAP.connection.Service WSDL=,,,
N,ORARP_BI_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,ORARP_BI_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,ORARP_BI_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,ORARP_BI_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORARP_BI_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,ORARP_BI_SOAP.secure.Username=,FD_OIC_CMN_EKAA_USER,,
Y,ORARP_BI_SOAP.secure.Password=,FD_OIC_CMN_EKAA_PASS,,
N,ORARP_BI_SOAP.agentDefinition=,,,
N,,,,
Y,ORARP_INV_STATUS_DFF_SOAP.connection.WSDL URL=,FD_OIC_ORA_DFF_URL,,
N,ORARP_INV_STATUS_DFF_SOAP.connection.Service WSDL=,,,
N,ORARP_INV_STATUS_DFF_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,ORARP_INV_STATUS_DFF_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,ORARP_INV_STATUS_DFF_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,ORARP_INV_STATUS_DFF_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORARP_INV_STATUS_DFF_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,ORARP_INV_STATUS_DFF_SOAP.secure.Username=,FD_OIC_CMN_EKAA_USER,,
Y,ORARP_INV_STATUS_DFF_SOAP.secure.Password=,FD_OIC_CMN_EKAA_PASS,,
N,ORARP_INV_STATUS_DFF_SOAP.agentDefinition=,,,
N,,,,
Y,ORARP_REST.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,ORARP_REST.connection.TLS Version=,,,
Y,ORARP_REST.connection.Connection URL=,FD_OIC_ORA_REST_URL,,
N,ORARP_REST.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORARP_REST.connection.Identity keystore alias name (Optional)=,,,
Y,ORARP_REST.secure.Username=,FD_OIC_CMN_EKAA_USER,,
Y,ORARP_REST.secure.Password=,FD_OIC_CMN_EKAA_PASS,,
N,ORARP_REST.agentDefinition=,,,
N,,,,
Y,ORASC_SHP_SOAP.connection.WSDL URL=,FD_OIC_ORA_SHP_URL,,
N,ORASC_SHP_SOAP.connection.Service WSDL=,,,
N,ORASC_SHP_SOAP.connection.Target Server's TLS version (Optional)=,,,
N,ORASC_SHP_SOAP.connection.Suppress insertion of timestamp into the request (Optional)=,,,
N,ORASC_SHP_SOAP.connection.Ignore timestamp in the response message (Optional)=,,,
N,ORASC_SHP_SOAP.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,ORASC_SHP_SOAP.connection.Identity keystore alias name (Optional)=,,,
Y,ORASC_SHP_SOAP.secure.Username=,FD_OIC_CMN_EKAA_USER,,
Y,ORASC_SHP_SOAP.secure.Password=,FD_OIC_CMN_EKAA_PASS,,
N,ORASC_SHP_SOAP.agentDefinition=,,,
N,,,,
Y,PIV_EGY_JDBC.connection.Host=,FD_OIC_PIV_EGY_JDBC_URL,,
Y,PIV_EGY_JDBC.connection.Port=,FD_OIC_CMN_PORT_1433,,
Y,PIV_EGY_JDBC.connection.Database Name=,FD_OIC_PIV_EGY_JDBC_DB,,
N,PIV_EGY_JDBC.connection.Instance Name=,,,
N,PIV_EGY_JDBC.connection.Encrypt Connection=,,,
N,PIV_EGY_JDBC.connection.Validate Server Certificate=,,,
Y,PIV_EGY_JDBC.secure.Username=,FD_OIC_PIV_EGY_JDBC_USER,,
Y,PIV_EGY_JDBC.secure.Password=,FD_OIC_PIV_EGY_JDBC_PASS,,
Y,PIV_EGY_JDBC.agentDefinition=,FD_OIC_CMN_EGY_AGENT,,
N,,,,
Y,PIV_NZL_JDBC.connection.Host=,FD_OIC_PIV_NZL_JDBC_URL,,
Y,PIV_NZL_JDBC.connection.Port=,FD_OIC_CMN_PORT_1433,,
Y,PIV_NZL_JDBC.connection.Database Name=,FD_OIC_PIV_NZL_JDBC_DB,,
N,PIV_NZL_JDBC.connection.Instance Name=,,,
N,PIV_NZL_JDBC.connection.Encrypt Connection=,,,
N,PIV_NZL_JDBC.connection.Validate Server Certificate=,,,
Y,PIV_NZL_JDBC.secure.Username=,FD_OIC_PIV_NZL_JDBC_USER,,
